Case Description,Issue Type
"Hi,

Please help advise why i cannot add my child. Its showing invalid entry for my chold’s ID.
[cid:F7313FBF-F777-4D40-A5C4-BDE4D92078DB-L0-001]
Best Regards,
Lau Choong Kit
Sent from my iPhone
",Membership
"Dear Sir/Madam,

  There is duplicate charges for badminton booking on 27th March.

   My account details are as follows:
   Stevenkohcc@gmail.com

I have attached the court receipt and banks transactions for your
reference. During the checkout process, the system prompted some error
message and revert to payment page, and l used dbs debit mode, apparently
there wasn't any confirmation, thus l used my credit card and it
successfully confirmed with receipt. Next, when l checked my dbs account,
the amount was deducted as well and my credit card was also charged. It's a
double charging.

   Looking forward to your reply and thank you for your assistance.


Regards,
Steven
",Transaction
"Good morning Active SG Team,

The court booking system on Active SG app is very laggy and slow during 7am
peak booking time. Sometimes the system keeps loading and hangs for a few
minutes.

I did not manage to book any court at Fuhua Secondary School on 27 March
morning and no facility was booked in my Transaction History records.
However, my debit card was still deducted twice ($14.80 x 2). Please kindly
see the attached photo and refund me back $29.60 as the system had deducted
wrongly.

The mobile number to my Active SG account is 9738 0192.

Thank you for your assistance on this matter and looking forward to hearing
from you soon.

Regards,
Gerald
",Transaction
"Dear Sir/Mdm,On 27th Mar 2021 Sat at 7am , I had made an attempt in booking courts at Northoaks Pri Sch for 2 hours. When it came to make payment I keep on facing error on that page indicating high volume of traffic at that moment. I tried to make several attempts by refreshing the page but still facing the same problem. In the end i did not manage to get the time slots that i wanted and to my shocked, there were several deductions to my bank account from ActiveSG. I wiil like to have an explaination and refund on this from the department and person in charge. The appended are the evidence for that incident.RegardsFaizan",Transaction
"Singpass is new hp no. long time ago updated.

So how come email also no OTP at all?

On Sat, Mar 27, 2021, 7:47 AM Active SG Helpdesk 
wrote:

> Hi
>
> Thank you for writing in to the ActiveSG technical helpdesk.
>
> We have checked and your account has been linked to MyInfo for SingPass.
> Kindly update your mobile number in SingPass. If you have just updated your
> mobile number in SingPass, please wait one working day for the information
> to be updated. Afterwhich, please follow the steps below:
>
> 1. Log in via members.myactivesg.com > Edit My Account > Retrieve MyInfo
> > Submit
>
> Please use the website instead as it will not prompt for an OTP to change
> your account details.
>
> Thank you.
>
> For technical-related issues, contact us again at +65 65941388 (Mon to
> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
> click here. https://members.myactivesg.com/feedback.
>
> Best Regards,
> Rachel
>
> *ActiveSG Technical Helpdesk*
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* Chloe.enigma@gmail.com
> *Date:* 27/03/2021 07:14am
> *To:* helpme@iappsasia.com
> *Subject:* Re: [CASE:220038] Re: [CASE:219923] Re: [CASE:219826] ActiveSG
> Contact Us
> Chloe.enigma@gmail.com
>
> On Sat, 27 Mar 2021, 06:53 Active SG Helpdesk, 
> wrote:
>
>> Hi
>>
>> Thank you for writing in to the ActiveSG technical helpdesk.
>>
>> May we check at which stage of editing your account did you get to as the
>> OTP will only be sent after you have keyed in your new email address on the
>> website. Please provide us with the email you are trying to edit in as well.
>>
>> Thank you.
>>
>> For technical-related issues, contact us again at +65 65941388 (Mon to
>> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
>> click here. https://members.myactivesg.com/feedback.
>>
>> Best Regards,
>> Rachel
>>
>> *ActiveSG Technical Helpdesk*
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* Chloe.enigma@gmail.com
>> *Date:* 26/03/2021 09:43pm
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:220038] Re: [CASE:219923] Re: [CASE:219826] ActiveSG
>> Contact Us
>> Email also did not received OTP
>>
>> On Fri, 26 Mar 2021 at 19:48, Active SG Helpdesk 
>> wrote:
>>
>>> Hi Chleo,
>>>
>>> You may use the web browser to update your mobile number as the web
>>> browser will not prompt you with the OTP for access verification. Link ->
>>> https://members.myactivesg.com/auth
>>>
>>> Alternatively, you may use your email address for the OTP to verify your
>>> request to update your profile.
>>>
>>> Hope this clarifies.
>>>
>>> Thank you.
>>> With Best Regards,
>>> Azimah
>>>
>>> ActiveSG Technical Helpdesk
>>> iAPPS Pte Ltd
>>> 3 Fusionopolis Way, #13
>>> 
>>> -24/25
>>> Symbiosis, Singapore 138633
>>> Helpline: 65941388
>>>
>>>
>>> ------------------------------
>>>
>>> *From:* Chloe.enigma@gmail.com
>>> *Date:* 26-03-2021 05:20pm
>>> *To:* helpme@iappsasia.com
>>> *Subject:* [CASE:219923] Re: [CASE:219826] ActiveSG Contact Us
>>> Hi,
>>>
>>> It sent OTP to old hp no. so i unable edit
>>>
>>> On Fri, Mar 26, 2021, 6:48 AM Active SG Helpdesk 
>>> wrote:
>>>
>>>> Dear Member,
>>>>
>>>>
>>>>
>>>> Thank you for writing to ActiveSG Technical HelpDesk.
>>>>
>>>>
>>>> To change your mobile number, please follow the steps below.
>>>>
>>>> 1. Via mobile app: Login (existing user) ->ME ->Edit profile -> Tap on
>>>> mobile number field -> Enter new mobile number
>>>>
>>>> 2. Via website: https://members.myactivesg.com  Login/Book (existing
>>>> user) -> Profile -> Edit My Account -> Edit mobile number -> Enter new
>>>> mobile number.
>>>>
>>>>
>>>>
>>>> For technical-related issues, contact us again at +65 65941388 (Mon to
>>>> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
>>>> click here. https://members.myactivesg.com/feedback.
>>>>
>>>>
>>>> Best Regards,
>>>>
>>>> Rodgie
>>>> ActiveSG Technical Helpdesk
>>>> iAPPS Pte Ltd
>>>> 3 Fusionopolis Way, #13
>>>> 
>>>> -24/25
>>>> Symbiosis, Singapore 138633
>>>> Helpline: 65941388
>>>>
>>>>
>>>>
>>>>
>>>>
>>>>
>>>>
>>>>
>>>> ------------------------------
>>>>
>>>> *From:* Chloe.enigma@gmail.com
>>>> *Date:* 03/26/2021 12:07am
>>>> *To:* helpme@iappsasia.com
>>>> *Subject:* [CASE:219826] ActiveSG Contact Us
>>>> How to update new hp no.?
>>>> OTP didn't received on email as well
>>>>
>>> --
>> Chloe CAI
>>
>
",Membership
"Thank you so much for your help
Much appreciated

Sent from my iPhone

On 27 Mar 2021, at 11:23 AM, Active SG Helpdesk  wrote:

﻿
Hi Mrs Carpio,

We have checked your son's ID and noted that your son, Brent Jaelord D Carpio already has an existing ActiveSG account which is why the system prompted invalid entry when he tried to sign up for a new account.

Kindly ask him to log into his existing account instead using his NRIC/mobile number and his account password.

He will be able to reset his account password via this link: https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2fauth%2fforgotpassword&umid=6B129070-BE7C-2C05-AB9A-246D069E4AA1&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-89f095988404c7339b9b209ed91630177373da6f

Hope this clarifies!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 27/03/2021 11:18am
To: helpme@iappsasia.com
Subject: Re: [CASE:220039] Invalid entry

Hi,
Thank you for your reply.
Apologies he is turning 15 this year


T0618455Z

Sent from my iPhone



On 27 Mar 2021, at 6:51 AM, Active SG Helpdesk  wrote:

﻿







Hi Mrs Carpio,

Thank you for writing to ActiveSG Technical HelpDesk.

Kindly provide us with your son's NRIC so that we can check.

For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com.

For other enquiries, click here. https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2ffeedback&umid=6B129070-BE7C-2C05-AB9A-246D069E4AA1&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-7bededac5d555d78515d8abe5c149d69c7202790.

Thank you!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 26/03/2021 10:05pm
To: helpme@iappsasia.com
Subject: [CASE:220039] Invalid entry

Hi ,

My son is 16 yr old Singaporean , when he tried signing in the error message is invalid ID entry when tying his IC.

Please advice.

Thanks Mrs Carpio

Sent from my iPhone




This email may contain privileged/classified information and is intended solely for the use of the individual to whom it is addressed. If you are not the intended recipient, please notify the sender immediately and delete this email. You are not allowed to disclose, distribute or copy the content and any attachment of this email.













________________________________
The information contained in this e-mail and the attachments (if any) may be privileged and confidential and is intended solely for the named addressee. If you are not the intended recipient, please do not print, retain copy, disseminate, distribute, or use this e-mail or any part thereof. Please notify the sender immediately by replying to this e-mail and delete all copies of this e-mail and the attachments.











",Membership
"Hi hi

Imelda
I would like to activate my credit given 100dls

My sinpass keep saying Invalid re - verify
Some rather I'm able to use singpaas to login in
",Membership
"Hi,

My daughter's swimsafer status is not updated in activesg app?
RAJASHREE G SARAVANAN
T1000689E
Can help?

My contact number no is 96784779.

Thanks
Get Outlook for Android",SwimSafer
"Hi,
I installed active SG app and tried to reserve pool but how I can reserve
kids pool?
How I can change no of people to 3 and any special booking for kids?

Regards,
Naveen cheruku,
83639143
-- 
Thanks & Regards,
CH.Naveen
",Enquiries
"Yin Tong,

As required.
Activesg acct: Choo Weng Tong
Contact : 9786 5085
POSB Savings acct: 189-71465-3

Please revert.  Thanks

As per our conversation, please help to resolve this issue of your App on
the backend so no one will fall victim to this sort of inconvenience ever
again.


Psst:  Did you know?

1.  6.50am alarm ring, wake up to restart phone, clear app cache on phone
hoping it will grant me a faster access to your app booking.

2.  7am login on the dot!  Do the Gotcha verification (sometimes 2 to 3
times).  If successful, press submit (app unresponsive for AT LEAST 1
min).  If all goes well, selected the desired timing press PAY (wait till
timer show 3 mins left then transaction goes through).

3.  Heaved a sigh of relief and PROUD to rent a court space but realised
it's already 7.20am (20mins of hair pulling frustrations spent on booking a
court),  WOW!  I'm wide awake....
",Transaction
"Dear Sir

There was server problems today morning during badminton booking. Lot of
debits and credits were done from my bank account. Base on my checks from
bank account statement, I found that $160/- extra deduction has been made
which is not seen on my activesg credits. I have attached the sceenshots
for information. Please call if you require any clarification. I would
expect Activesg to look into matter and refund $160/- ASAP.

I could not pay for my badminton bookings for 14 April this morning due to
server issue.

Rahul Bhalchandra Kamat
Singapore
S2671407I
+65-96184680
",Wallet
"Still same after I go in myinfo re login still keep promt
",Membership
"I want to add my child on the app , we are Permanent residents . When it is asked for is number , I enter the nric number and it says “invalid” , when I enter passport number it says invalid too. 

How do I as PR get to register him ?
Regards Tom
Sent from my iPhone",Membership
"Dear activeSG,

I have multiple deduction reflected in my bank statement and 4 × $50 top up to my activeSG e-wallet but my e-wallet still got no money. Please advise.

Regards,
Junwei
+6593277521

Get Outlook for Android",Transaction
"Hi,this is regarding payment errors made on 27th March.
I booked two slots for 11th April at Dunman high school.
The app showed the payment cannot be done,there's an error.


I couldn't pay through direct debit,and had to pay via credit card option.

I checked my bank account,there has been multiple deduction made by
activesg direct debit.

Please look into this issue,I've attached the following images as proof

Thank you
",Transaction
"Hi ActiveSG

please can my account be refunded for the below court fee due to rain today?

Thank you
Peter 

Begin forwarded message:

> From: no-reply@iappsasia.com
> Date: 12 March 2021 at 4:47:59 PM SGT
> To: P_ALLESTON@yahoo.com
> Subject: ActiveSG eReceipt
> 
> ﻿
",Booking
"To the person in charge,

Hi, I have topped up my ActiveSG account twice but my bank statement shows 3 deductions instead of 2 deductions.  I have attached copies of the bank statement for your reference. Please look into it.

Thank you

Best Regards
Jaslyn sim

[cid:1C323170-1CE1-4C72-BF59-8C2DFBF3AF4A-L0-001][cid:C2A65B31-60C0-4C47-9A6F-85300EE6165E-L0-001]

Sent from my iPhone
",Wallet
"Dear Helpdesk,

What id her changed his No. how can he change is pasword?

Thanks

Sent from my iPhone

On 27 Mar 2021, at 11:42 AM, Beverly D Carpio (NHGD)  wrote:

﻿ Thank you so much for your help
Much appreciated

Sent from my iPhone

On 27 Mar 2021, at 11:23 AM, Active SG Helpdesk  wrote:

﻿
Hi Mrs Carpio,

We have checked your son's ID and noted that your son, Brent Jaelord D Carpio already has an existing ActiveSG account which is why the system prompted invalid entry when he tried to sign up for a new account.

Kindly ask him to log into his existing account instead using his NRIC/mobile number and his account password.

He will be able to reset his account password via this link: https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2fauth%2fforgotpassword&umid=6B129070-BE7C-2C05-AB9A-246D069E4AA1&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-89f095988404c7339b9b209ed91630177373da6f

Hope this clarifies!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 27/03/2021 11:18am
To: helpme@iappsasia.com
Subject: Re: [CASE:220039] Invalid entry

Hi,
Thank you for your reply.
Apologies he is turning 15 this year


T0618455Z

Sent from my iPhone



On 27 Mar 2021, at 6:51 AM, Active SG Helpdesk  wrote:

﻿







Hi Mrs Carpio,

Thank you for writing to ActiveSG Technical HelpDesk.

Kindly provide us with your son's NRIC so that we can check.

For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com.

For other enquiries, click here. https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2ffeedback&umid=6B129070-BE7C-2C05-AB9A-246D069E4AA1&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-7bededac5d555d78515d8abe5c149d69c7202790.

Thank you!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 26/03/2021 10:05pm
To: helpme@iappsasia.com
Subject: [CASE:220039] Invalid entry

Hi ,

My son is 16 yr old Singaporean , when he tried signing in the error message is invalid ID entry when tying his IC.

Please advice.

Thanks Mrs Carpio

Sent from my iPhone




This email may contain privileged/classified information and is intended solely for the use of the individual to whom it is addressed. If you are not the intended recipient, please notify the sender immediately and delete this email. You are not allowed to disclose, distribute or copy the content and any attachment of this email.













________________________________
The information contained in this e-mail and the attachments (if any) may be privileged and confidential and is intended solely for the named addressee. If you are not the intended recipient, please do not print, retain copy, disseminate, distribute, or use this e-mail or any part thereof. Please notify the sender immediately by replying to this e-mail and delete all copies of this e-mail and the attachments.











",Membership
"Hi. I have signed up with ActiveSG and I have successfully reserved a
tennis court.  I read on the ActiveSG website that tennis court dates are
open for booking 14 days in advance, at 1pm.  But I see it also says
""ActiveSG members, whose accounts have been verified, enjoy one more day in
advance of non-members (i.e. 15 days)"".

I cannot tell what type of account I have.  Is my account considered an
ActiveSG member?  If yes, has it been verified?  If no to either of those
questions,  can you let me know how to become a verified member?

Thank you in advance for any guidance you can provide.

Regards,
Chris Wiedmann
chris.wiedmann@gmail.com
+65 8349 2108
",Enquiries
"HI

Can help check my child account what can’t log in at my ActiveSG App.
Maybe last time my aunty have register at the counter,so now can’t apply $100 for my child.

Name:Loke Man Yen
Birth:15/11/2012

Regards 
Alex loke
Hp:85220914

发自我的iPhone",Membership
"Hi Officer, 
I have done my booking of badminton court for 2 hours 11th April 2021 - Bukit Panjang Primary Sch Hall at 7am on 27th March 2020.
The booking system prompted several times to retry for payment, ending up on 18 X $14.80 ($266.40) from my POSB saving account. Please check and do the necessary refund.
Attached , please find the transcations as mentioned.
Thank you and best regards,
Chua Hui KuanS1613175Z81126601(mobile)









Sent from Yahoo Mail on Android",Transaction
"Thank you

Sent from my iPhone

On 27 Mar 2021, at 2:27 PM, Active SG Helpdesk  wrote:

﻿
Hi

Thank you for writing in to the ActiveSG technical helpdesk.

If your child is unable to reset her password online, kindly proceed to any ActiveSG sports centre or swimming complex with your child's original birth certificate as the guest officer will be able to assist with the password reset over the counter. The link for password reset online is: https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2fauth%2fforgotpassword&umid=8FB10B85-BE7E-BE05-AADF-8B22D2FE0E87&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-0f6c91d8460c016278d73a3516c554d4f44174a0

Thank you.

For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries, click here. https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2ffeedback&umid=8FB10B85-BE7E-BE05-AADF-8B22D2FE0E87&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-4d4f62270611e1a66bf2d6f46e040d4c8bcbec60.


Best Regards,
Rachel

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 27/03/2021 01:45pm
To: helpme@iappsasia.com
Subject: [CASE:220129] Re: [CASE:220039] Invalid entry

Dear Helpdesk,

What id her changed his No. how can he change is pasword?

Thanks

Sent from my iPhone

On 27 Mar 2021, at 11:42 AM, Beverly D Carpio (NHGD)  wrote:

﻿ Thank you so much for your help
Much appreciated

Sent from my iPhone

On 27 Mar 2021, at 11:23 AM, Active SG Helpdesk  wrote:

﻿
Hi Mrs Carpio,

We have checked your son's ID and noted that your son, Brent Jaelord D Carpio already has an existing ActiveSG account which is why the system prompted invalid entry when he tried to sign up for a new account.

Kindly ask him to log into his existing account instead using his NRIC/mobile number and his account password.

He will be able to reset his account password via this link: https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2fauth%2fforgotpassword&umid=8FB10B85-BE7E-BE05-AADF-8B22D2FE0E87&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-0f6c91d8460c016278d73a3516c554d4f44174a0

Hope this clarifies!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 27/03/2021 11:18am
To: helpme@iappsasia.com
Subject: Re: [CASE:220039] Invalid entry

Hi,
Thank you for your reply.
Apologies he is turning 15 this year


T0618455Z

Sent from my iPhone



On 27 Mar 2021, at 6:51 AM, Active SG Helpdesk  wrote:

﻿







Hi Mrs Carpio,

Thank you for writing to ActiveSG Technical HelpDesk.

Kindly provide us with your son's NRIC so that we can check.

For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com.

For other enquiries, click here. https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fmembers.myactivesg.com%2ffeedback&umid=8FB10B85-BE7E-BE05-AADF-8B22D2FE0E87&auth=6e3fe59570831a389716849e93b5d483c90c3fe4-4d4f62270611e1a66bf2d6f46e040d4c8bcbec60.

Thank you!

Warmest Regards,
Yuan Ting

ActiveSG Technical Helpdesk
iAPPS Pte Ltd
3 Fusionopolis Way, #13-24/25
Symbiosis, Singapore 138633
Helpline: 65941388



________________________________

From: D_Carpio_BEVERLY@diagnostics.nhg.com.sg
Date: 26/03/2021 10:05pm
To: helpme@iappsasia.com
Subject: [CASE:220039] Invalid entry

Hi ,

My son is 16 yr old Singaporean , when he tried signing in the error message is invalid ID entry when tying his IC.

Please advice.

Thanks Mrs Carpio

Sent from my iPhone




This email may contain privileged/classified information and is intended solely for the use of the individual to whom it is addressed. If you are not the intended recipient, please notify the sender immediately and delete this email. You are not allowed to disclose, distribute or copy the content and any attachment of this email.













________________________________
The information contained in this e-mail and the attachments (if any) may be privileged and confidential and is intended solely for the named addressee. If you are not the intended recipient, please do not print, retain copy, disseminate, distribute, or use this e-mail or any part thereof. Please notify the sender immediately by replying to this e-mail and delete all copies of this e-mail and the attachments.












",Membership
"Hi,

This morning when I top up my ActiveSG wallet via direct POSB, I encountered several error message that the top up not successful. However, when I checked back my POSB account, the money was deducted but the ActiveSG account was not top up.

Affected 3 transactions as below:

",Transaction
"Hi Team,
My name is Tan Jia Xin and my ActiveSG account is 96660421.
I have just called my bank today and realised that ActiveSG today deducted the $20 x 2 = $40 today, although I’m not seeing the amount in my ActiveSG. 
Could you please check on that thank you.







RegardsMr Tan",Transaction
"Hi Sir/Mdm, 

I would like to update my status to PR. Please advise the procedure. 

Thanks and regards, 
Ting

Sent from my iPhone
",Membership
"Dear Azimah,

Thanks for taking my call just now.

I didn't book any badminton court successfully today. However, there were
multiple deduction from my bank account. Screenshots attached for your
reference.

Please help to investigate and refund accordingly. Thank you.


Regards,
Hung Chee Kai
Tel : 97881511
",Transaction
"Hi,

I was booking badminton court on 27 Mar 7am and trying to pay by credit
card but the payment gateway has error, so I tried DBS direct debit and the
payment of $14.80 was deducted from my bank account, however, the
transaction failed to complete due to error - Could not contact server.

Finally, I tried to pay again using credit card and the transaction went
through.
See attached booking receipt.

Hence, there is double payment.

Please help to check and advise.
Thanks!

---------- Forwarded message ---------
From: 
Date: Sat, Mar 27, 2021 at 7:05 AM
Subject: ActiveSG eReceipt
To: ",Transaction
"hi there,
i forgot my password and tried to reset.
but system keeps telling me invalid entry, after a few times seems i reach the maximum limit. see below snapshot.
any idea why? thanks





Sent from Yahoo Mail for iPhone
",Membership
"Hi Sir/Mdm


I made a booking for virtual Hiit training for 26 March 2021 but I did not
receive a confirmation email or registration email like I’m supposed to. I
did not receive any zoom links as well for this session. I kept refreshing
my email, checking all folders but did not receive anything. Attached to
this email is a screenshot of the receipt.

I took time off from work for this session. Can you please look into this?



Best regards,
Mustapha Johan
",Booking
"Hi, 

I have accidentally selected for the child monthly pass for the facility and the payment has gone through. Is it possible to get a refund?


",Booking
"We are  based in uganda and we would like  to  know if you can sale
pp woven bags  from your company Kindly get back  to us
 Hekina Company Ltd

Gaza Land Commercial Building Rm 348
William Street

Kampala Uganda

Tel: +256 714 633 988

Email: info@hekina.info

Website: www.hekina.info
",Others
"Dear Sir/Mdm,

  I'm writing this email to ask for help about resetting my E-wallet
six-digit pin.
",Membership
"Hi 

Pls note that I have made the booking this morning and it kept showing error. So I continue to click multiple time. I finally managed to book but when I just checked my bank account. It shows multiple deduction. 

Much appreciate your checking and credit the amount back to me


",Transaction
"The problem is that cause the account is a children account that is linked
under my parents. So the account has no email address for the system to
send the new pin to my mail

On Sat, 27 Mar 2021, 7:33 pm Active SG Helpdesk, 
wrote:

> Hi,
>
>  To reset your eWallet PIN, please follow the steps below.
>
> *Using Website Only*: Login to account >> e-Wallet >> Change PIN >> Reset
> PIN
> (kindly ignore the portion that ask you to input your current pin)
>
> A new PIN will be sent to the registered email address in your ActiveSG
> account.
>
> Thank you.
> With Best Regards,
> Azimah
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* leobreaker58@gmail.com
> *Date:* 27-03-2021 06:44pm
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:220175] ActiveSG Contact Us
> Dear Sir/Mdm,
>
>   I'm writing this email to ask for help about resetting my E-wallet
> six-digit pin.
>
",Membership
"Hi team

I have recently changed my status from foreigner worker to Singapore PR
How do I update active Sg’S info? 
Please advise 

Regards
Yuseng ",Membership
"Isit possible that you could use my IC to send a reset pin to my email
address?

On Sat, 27 Mar 2021, 7:52 pm Zhi Bin,  wrote:

> The problem is that cause the account is a children account that is linked
> under my parents. So the account has no email address for the system to
> send the new pin to my mail
>
> On Sat, 27 Mar 2021, 7:33 pm Active SG Helpdesk, 
> wrote:
>
>> Hi,
>>
>>  To reset your eWallet PIN, please follow the steps below.
>>
>> *Using Website Only*: Login to account >> e-Wallet >> Change PIN >>
>> Reset PIN
>> (kindly ignore the portion that ask you to input your current pin)
>>
>> A new PIN will be sent to the registered email address in your ActiveSG
>> account.
>>
>> Thank you.
>> With Best Regards,
>> Azimah
>>
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* leobreaker58@gmail.com
>> *Date:* 27-03-2021 06:44pm
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:220175] ActiveSG Contact Us
>> Dear Sir/Mdm,
>>
>>   I'm writing this email to ask for help about resetting my E-wallet
>> six-digit pin.
>>
>
",Membership
"Hi

I would like to buy a gym pass but when I try to buy in the activeSG app it shows an error as “my sgpass information is not the same as apps”.Please assist on this issue

Get Outlook for iOS",Enquiries
"Dear Sir/Mdm,
I couldn't receive the $10 gift card. I went down to Jurong lake garden
activesg office. As I thought maybe it links to my old phone number so the
person did update my hp in my account but there is no difference. He
couldn't help me much to do this thing and advice me to write the email. My
NRIC is G1616697P. Here is the attachment from my SMS. Waiting for your
reply. Thank you.
Kind regards,
Nanthicha Phaobanjong
",Wallet
"Hi

I have made badminton court booking with ActiveSG this morning (attach
receipt).

When making payment via direct debit from my POSB account (118-326440), the
app indicated that the payment process is experiencing high traffic and
payment did not go through. Pls refer to attached screenshot for reference.

Hence, I tried 2 more times with the same response. I decided to use my
credit card payment, and this time, it was successful ($7)

When checking my posb debit bank account, I was surprised to see that I was
charged $7 three times ($21), of which $7 was a return credit. Hence, I
have been overcharged by ActiveSG of $14 (refer to attachment).

Please kindly arrange to return the $14 back to my bank account.

Thank you.

Regards,
Mr Goh Tong Wee
Mobile 91694770
",Wallet
