,Housing_free,Housing_own,Housing_rent,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_bad,Risk_good,Age,Job,Saving accounts,Checking account,Credit amount,Duration,Risk
319,0,1,0,0,0,0,0,1,0,0,0,0,1,27,1,1,1,3643,15,1
320,0,1,0,0,1,0,0,0,0,0,0,1,0,28,3,1,2,4249,30,0
321,0,1,0,0,0,0,0,0,1,0,0,1,0,32,2,1,1,1938,24,0
322,1,0,0,0,1,0,0,0,0,0,0,0,1,34,3,1,1,2910,24,1
323,0,1,0,0,0,0,0,1,0,0,0,0,1,28,2,4,1,2659,18,1
324,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,1,0,1028,18,1
325,0,1,0,0,1,0,0,0,0,0,0,0,1,39,1,1,1,3398,8,1
326,0,0,1,0,0,0,0,1,0,0,0,0,1,49,2,0,0,5801,12,1
327,0,1,0,0,1,0,0,0,0,0,0,0,1,34,2,4,0,1525,24,1
328,0,1,0,0,0,0,0,0,1,0,0,0,1,31,2,1,4,4473,36,1
329,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,2,1068,6,1
330,1,0,0,0,1,0,0,0,0,0,0,0,1,75,3,1,1,6615,24,1
331,0,1,0,0,0,0,1,0,0,0,0,1,0,30,2,2,0,1864,18,0
332,0,1,0,0,1,0,0,0,0,0,0,1,0,24,3,2,2,7408,60,0
333,0,0,1,0,1,0,0,0,0,0,0,1,0,24,1,2,0,11590,48,0
334,0,0,1,0,0,0,0,1,0,0,0,1,0,23,2,1,1,4110,24,0
335,0,0,1,0,0,0,0,1,0,0,0,1,0,44,3,1,1,3384,6,0
336,0,1,0,0,0,0,0,0,1,0,0,0,1,23,1,1,2,2101,13,1
337,0,0,1,0,0,1,0,0,0,0,0,1,0,24,2,0,1,1275,15,0
338,0,1,0,0,0,0,0,1,0,0,0,0,1,28,2,1,1,4169,24,1
339,0,1,0,0,0,0,0,1,0,0,0,0,1,31,1,1,2,1521,10,1
340,1,0,0,0,0,0,1,0,0,0,0,0,1,24,2,1,2,5743,24,1
341,0,0,1,0,0,0,0,1,0,0,0,0,1,26,1,1,1,3599,21,1
342,0,0,1,0,0,0,0,0,1,0,0,0,1,25,2,3,2,3213,18,1
343,0,1,0,1,0,0,0,0,0,0,0,0,1,33,3,1,2,4439,18,1
344,0,1,0,0,1,0,0,0,0,0,0,0,1,37,1,1,4,3949,10,1
345,0,1,0,0,0,0,0,0,1,0,0,0,1,43,1,1,0,1459,15,1
346,0,1,0,0,0,0,0,0,1,0,0,0,1,23,2,1,2,882,13,1
347,0,0,1,0,0,0,0,0,1,0,0,0,1,23,0,3,2,3758,24,1
348,0,1,0,1,0,0,0,0,0,0,0,0,1,34,1,2,0,1743,6,1
349,1,0,0,0,0,0,1,0,0,0,0,1,0,32,2,4,2,1136,9,0
350,0,0,1,0,0,1,0,0,0,0,0,0,1,23,2,1,0,1236,9,1
351,0,1,0,0,0,0,0,1,0,0,0,1,0,29,2,1,2,959,9,0
352,0,1,0,0,1,0,0,0,0,0,0,0,1,38,3,0,0,3229,18,1
353,0,0,1,0,0,0,0,0,1,0,0,1,0,28,2,1,1,6199,12,0
354,1,0,0,0,0,0,1,0,0,0,0,0,1,46,2,3,0,727,10,1
355,0,1,0,0,1,0,0,0,0,0,0,1,0,23,1,1,2,1246,24,0
356,0,1,0,0,0,0,0,0,1,0,0,0,1,49,2,0,0,2331,12,1
357,0,1,0,0,0,0,0,0,1,0,0,1,0,26,3,1,0,4463,36,0
358,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,0,776,12,1
359,0,0,1,0,0,0,0,1,0,0,0,1,0,23,2,1,1,2406,30,0
360,1,0,0,0,0,0,1,0,0,0,0,0,1,61,2,0,2,1239,18,1
361,0,1,0,0,0,0,0,0,1,0,0,0,1,37,3,0,4,3399,12,1
362,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,1,4,2247,12,1
363,0,0,1,0,0,0,0,1,0,0,0,0,1,21,2,1,0,1766,6,1
364,0,1,0,0,0,0,0,1,0,0,0,1,0,25,0,1,1,2473,18,0
365,0,1,0,1,0,0,0,0,0,0,0,0,1,36,2,1,0,1542,12,1
366,0,1,0,0,1,0,0,0,0,0,0,0,1,27,2,1,0,3850,18,1
367,0,0,1,0,0,0,0,1,0,0,0,0,1,22,2,1,1,3650,18,1
368,0,1,0,0,0,0,0,1,0,0,0,1,0,42,2,1,1,3446,36,0
369,0,0,1,0,0,0,0,1,0,0,0,0,1,40,2,1,2,3001,18,1
370,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,0,0,3079,36,1
371,0,1,0,0,0,0,0,0,1,0,0,0,1,33,2,1,0,6070,18,1
372,0,0,1,0,0,0,0,1,0,0,0,0,1,23,2,1,0,2146,10,1
373,1,0,0,0,1,0,0,0,0,0,0,0,1,63,3,0,0,13756,60,1
374,1,0,0,0,0,0,0,0,0,0,1,1,0,60,3,2,2,14782,60,0
375,0,0,1,1,0,0,0,0,0,0,0,1,0,37,2,1,1,7685,48,0
376,0,1,0,0,0,0,0,0,1,0,0,0,1,34,2,1,0,2320,18,1
377,1,0,0,0,0,0,0,0,1,0,0,0,1,36,2,0,0,846,7,1
378,1,0,0,0,1,0,0,0,0,0,0,1,0,57,3,1,2,14318,36,0
379,0,1,0,0,1,0,0,0,0,0,0,0,1,52,1,2,0,362,6,1
380,0,1,0,0,0,0,0,1,0,0,0,0,1,39,2,0,1,2212,20,1
381,1,0,0,0,1,0,0,0,0,0,0,1,0,38,3,1,2,12976,18,0
382,0,0,1,0,1,0,0,0,0,0,0,0,1,25,2,0,0,1283,22,1
383,0,1,0,0,1,0,0,0,0,0,0,0,1,26,2,1,4,1330,12,1
384,0,1,0,1,0,0,0,0,0,0,0,0,1,26,1,2,0,4272,30,1
385,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,1,0,2238,18,1
386,0,0,1,0,0,0,0,0,1,0,0,0,1,21,2,0,0,1126,18,1
387,0,1,0,0,0,0,0,1,0,0,0,0,1,40,3,1,2,7374,18,1
388,0,1,0,1,0,0,0,0,0,0,0,0,1,27,2,3,2,2326,15,1
389,0,1,0,1,0,0,0,0,0,0,0,0,1,27,2,1,0,1449,9,1
390,0,1,0,0,1,0,0,0,0,0,0,0,1,30,3,1,0,1820,18,1
391,0,0,1,0,0,0,0,1,0,0,0,0,1,19,1,4,2,983,12,1
392,1,0,0,0,1,0,0,0,0,0,0,0,1,39,3,1,1,3249,36,1
393,0,1,0,0,0,0,0,0,1,0,0,0,1,31,2,1,1,1957,6,1
394,0,1,0,0,0,0,0,1,0,0,0,0,1,31,3,1,0,2406,9,1
395,0,0,1,0,0,0,1,0,0,0,0,0,1,32,2,2,2,11760,39,1
396,1,0,0,0,0,0,0,1,0,0,0,0,1,55,3,1,1,2578,12,1
397,0,1,0,0,0,0,0,1,0,0,0,0,1,46,2,1,1,2348,36,1
398,0,0,1,0,1,0,0,0,0,0,0,1,0,46,2,1,2,1223,12,0
399,0,1,0,0,0,0,0,0,1,0,0,0,1,43,1,4,0,1516,24,1
400,0,1,0,0,0,0,0,0,1,0,0,0,1,39,2,1,0,1473,18,1
401,0,1,0,1,0,0,0,0,0,0,0,0,1,28,2,0,2,1887,18,1
402,0,1,0,1,0,0,0,0,0,0,0,1,0,27,2,1,0,8648,24,0
403,0,1,0,0,1,0,0,0,0,0,0,0,1,27,1,1,0,802,14,1
404,0,1,0,0,1,0,0,0,0,0,0,0,1,43,2,0,2,2899,18,1
405,0,1,0,0,0,0,0,0,1,0,0,1,0,22,2,1,2,2039,24,0
406,0,1,0,0,1,0,0,0,0,0,0,0,1,43,2,0,0,2197,24,1
407,0,1,0,0,0,0,0,0,1,0,0,0,1,27,2,1,1,1053,15,1
408,0,1,0,0,0,0,0,0,1,0,0,0,1,26,3,3,0,3235,24,1
409,0,1,0,0,1,0,0,0,0,0,0,1,0,28,2,3,4,939,12,0
410,0,1,0,0,0,0,0,0,1,0,0,0,1,20,2,1,2,1967,24,1
411,0,1,0,0,1,0,0,0,0,0,0,0,1,35,3,1,0,7253,33,1
412,0,1,0,1,0,0,0,0,0,0,0,1,0,42,3,1,0,2292,12,0
413,0,0,1,0,1,0,0,0,0,0,0,0,1,40,1,3,0,1597,10,1
414,0,1,0,0,1,0,0,0,0,0,0,1,0,35,2,0,1,1381,24,0
415,0,1,0,0,1,0,0,0,0,0,0,0,1,35,2,1,0,5842,36,1
416,0,1,0,0,1,0,0,0,0,0,0,1,0,33,1,1,1,2579,12,0
417,0,0,1,0,0,0,1,0,0,0,0,0,1,23,2,0,1,8471,18,1
418,0,1,0,0,1,0,0,0,0,0,0,0,1,31,3,3,0,2782,21,1
419,0,1,0,0,1,0,0,0,0,0,0,1,0,33,2,0,2,1042,18,0
420,0,0,1,0,1,0,0,0,0,0,0,0,1,20,2,4,0,3186,15,1
421,0,1,0,0,1,0,0,0,0,0,0,0,1,30,2,0,2,2028,12,1
422,0,1,0,0,1,0,0,0,0,0,0,0,1,47,1,1,2,958,12,1
423,0,1,0,0,0,0,0,1,0,0,0,0,1,34,3,2,0,1591,21,1
424,0,1,0,0,0,0,0,1,0,0,0,1,0,25,2,0,2,2762,12,0
425,0,0,1,0,1,0,0,0,0,0,0,0,1,21,2,1,2,2779,18,1
426,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,1,0,2743,28,1
427,0,1,0,0,0,0,0,0,1,0,0,0,1,46,2,4,0,1149,18,1
428,0,1,0,0,0,0,0,1,0,0,0,0,1,20,2,1,0,1313,9,1
429,1,0,0,0,0,0,0,0,0,1,0,1,0,55,0,1,1,1190,18,0
430,0,1,0,1,0,0,0,0,0,0,0,0,1,74,1,1,0,3448,5,1
431,0,1,0,0,0,0,0,0,0,0,1,1,0,29,3,1,2,11328,24,0
432,1,0,0,0,0,0,0,1,0,0,0,0,1,36,3,1,1,1872,6,1
433,0,1,0,0,0,0,0,0,0,1,0,0,1,33,2,1,0,2058,24,1
434,0,1,0,0,0,0,0,1,0,0,0,0,1,25,2,1,1,2136,9,1
435,0,1,0,0,0,0,0,0,1,0,0,1,0,25,2,0,2,1484,12,0
436,0,0,1,0,0,0,0,0,0,1,0,0,1,23,1,3,0,660,6,1
437,0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,4,0,1287,24,1
438,0,1,0,0,0,0,0,0,0,1,0,0,1,65,0,1,1,3394,42,1
439,0,1,0,1,0,0,0,0,0,0,0,1,0,26,0,1,4,609,12,0
440,0,1,0,0,1,0,0,0,0,0,0,0,1,39,3,1,0,1884,12,1
441,0,1,0,0,0,0,0,1,0,0,0,0,1,30,2,1,1,1620,12,1
442,0,1,0,0,0,0,0,0,0,0,1,0,1,29,2,1,2,2629,20,1
443,0,1,0,0,0,0,1,0,0,0,0,1,0,41,1,1,0,719,12,0
444,0,1,0,0,0,0,0,1,0,0,0,1,0,30,3,1,2,5096,48,0
445,0,0,1,0,0,0,1,0,0,0,0,0,1,41,1,0,0,1244,9,1
446,0,1,0,0,1,0,0,0,0,0,0,1,0,34,2,1,1,1842,36,0
447,0,1,0,0,0,0,0,0,1,0,0,0,1,35,2,1,2,2576,7,1
448,0,1,0,0,0,0,0,1,0,0,0,0,1,55,3,0,4,1424,12,1
449,0,1,0,0,0,0,0,0,0,1,0,1,0,61,2,4,2,1512,15,0
450,0,1,0,0,1,0,0,0,0,0,0,0,1,30,3,0,0,11054,36,1
451,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,1,0,518,6,1
452,0,1,0,0,0,0,0,1,0,0,0,0,1,34,2,1,0,2759,12,1
453,0,1,0,0,1,0,0,0,0,0,0,0,1,35,3,1,0,2670,24,1
454,0,1,0,0,1,0,0,0,0,0,0,1,0,31,2,1,1,4817,24,0
455,0,1,0,0,1,0,0,0,0,0,0,0,1,29,3,1,0,2679,24,1
456,0,0,1,0,1,0,0,0,0,0,0,0,1,36,2,1,1,3905,11,1
457,1,0,0,0,1,0,0,0,0,0,0,1,0,35,2,1,1,3386,12,0
458,0,1,0,0,0,1,0,0,0,0,0,0,1,27,2,1,1,343,6,1
459,0,1,0,0,0,0,0,0,1,0,0,0,1,32,2,1,0,4594,18,1
460,0,1,0,0,0,0,0,1,0,0,0,0,1,37,2,1,1,3620,36,1
461,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,1,1,1721,15,1
462,0,0,1,0,0,0,0,1,0,0,0,0,1,34,3,1,2,3017,12,1
463,0,1,0,0,0,0,1,0,0,0,0,0,1,38,2,0,2,754,12,1
464,0,1,0,1,0,0,0,0,0,0,0,0,1,34,2,1,0,1950,18,1
465,0,1,0,0,1,0,0,0,0,0,0,0,1,63,2,1,1,2924,24,1
466,0,0,1,0,0,0,0,0,1,0,0,1,0,29,1,1,1,1659,24,0
467,0,1,0,0,0,0,0,0,1,0,0,0,1,32,2,0,0,7238,48,1
468,0,1,0,1,0,0,0,0,0,0,0,0,1,26,2,1,0,2764,33,1
469,0,1,0,0,1,0,0,0,0,0,0,0,1,35,1,1,0,4679,24,1
470,0,0,1,0,0,0,0,0,1,0,0,1,0,22,2,2,2,3092,24,0
471,0,1,0,0,0,0,1,0,0,0,0,1,0,23,2,1,1,448,6,0
472,0,1,0,0,1,0,0,0,0,0,0,1,0,28,1,1,1,654,9,0
473,0,1,0,0,0,0,1,0,0,0,0,0,1,36,3,0,0,1238,6,1
474,0,1,0,0,0,0,0,0,1,0,0,1,0,33,2,1,2,1245,18,0
475,0,0,1,0,0,0,0,1,0,0,0,1,0,26,2,1,1,3114,18,0
476,0,1,0,0,1,0,0,0,0,0,0,0,1,24,2,3,0,2569,39,1
477,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,1,4,5152,24,1
478,0,1,0,1,0,0,0,0,0,0,0,0,1,39,1,2,2,1037,12,1
479,0,1,0,0,0,0,0,1,0,0,0,0,1,44,2,1,1,1478,15,1
480,0,1,0,0,0,0,0,0,1,0,0,0,1,23,1,1,2,3573,12,1
481,0,1,0,0,1,0,0,0,0,0,0,0,1,26,2,1,2,1201,24,1
482,0,0,1,0,0,0,0,1,0,0,0,0,1,57,2,4,1,3622,30,1
483,0,1,0,0,0,0,0,1,0,0,0,0,1,30,2,4,0,960,15,1
484,0,1,0,0,1,0,0,0,0,0,0,0,1,44,2,3,0,1163,12,1
485,0,1,0,0,1,0,0,0,0,0,0,1,0,47,3,1,2,1209,6,0
486,0,1,0,0,0,0,0,0,1,0,0,0,1,52,2,1,0,3077,12,1
487,1,0,0,0,1,0,0,0,0,0,0,0,1,62,2,1,0,3757,24,1
488,0,0,1,0,1,0,0,0,0,0,0,0,1,35,1,2,0,1418,10,1
489,0,0,1,0,1,0,0,0,0,0,0,0,1,26,2,1,0,3518,6,1
490,0,1,0,0,0,0,0,0,1,0,0,0,1,26,2,1,0,1934,12,1
491,1,0,0,1,0,0,0,0,0,0,0,1,0,42,3,1,2,8318,27,0
492,0,1,0,0,0,0,0,0,1,0,0,0,1,27,2,2,0,1237,6,1
493,0,1,0,0,0,0,0,0,1,0,0,0,1,38,2,0,2,368,6,1
494,0,0,1,0,1,0,0,0,0,0,0,0,1,39,1,1,1,2122,12,1
495,0,1,0,0,0,0,0,1,0,0,0,1,0,20,2,0,1,2996,24,0
496,0,0,1,0,0,0,0,1,0,0,0,1,0,29,3,2,2,9034,36,0
497,0,1,0,0,0,0,0,1,0,0,0,0,1,40,2,1,0,1585,24,1
498,0,1,0,0,0,0,0,0,1,0,0,0,1,32,1,1,2,1301,18,1
499,0,1,0,0,1,0,0,0,0,0,0,0,1,28,2,2,4,1323,6,1
500,0,1,0,0,1,0,0,0,0,0,0,1,0,27,2,1,1,3123,24,0
501,1,0,0,0,1,0,0,0,0,0,0,0,1,42,2,1,1,5493,36,1
502,0,1,0,0,0,0,0,0,1,0,0,0,1,49,2,2,4,1126,9,1
503,0,1,0,0,0,0,0,0,1,0,0,1,0,38,2,2,2,1216,24,0
504,0,0,1,0,1,0,0,0,0,0,0,1,0,24,2,1,1,1207,24,0
505,0,1,0,0,1,0,0,0,0,0,0,1,0,27,1,0,0,1309,10,0
506,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,3,4,2360,15,1
507,0,1,0,0,1,0,0,0,0,0,0,1,0,34,3,2,2,6850,15,0
508,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,0,1413,24,1
509,0,1,0,0,1,0,0,0,0,0,0,0,1,45,3,2,0,8588,39,1
510,0,1,0,0,1,0,0,0,0,0,0,1,0,26,2,1,1,759,12,0
511,1,0,0,0,1,0,0,0,0,0,0,0,1,32,3,1,0,4686,36,1
512,0,0,1,1,0,0,0,0,0,0,0,0,1,26,2,1,4,2687,15,1
513,0,0,1,0,0,0,0,0,1,0,0,0,1,20,2,1,2,585,12,1
514,0,1,0,0,1,0,0,0,0,0,0,0,1,54,2,0,0,2255,24,1
515,0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,1,1,609,6,1
516,0,1,0,0,1,0,0,0,0,0,0,0,1,40,1,1,1,1361,6,1
517,0,0,1,0,0,0,0,1,0,0,0,1,0,23,2,1,0,7127,36,0
518,0,1,0,0,1,0,0,0,0,0,0,0,1,43,2,2,1,1203,6,1
519,1,0,0,0,0,0,0,0,1,0,0,0,1,36,2,0,0,700,6,1
520,1,0,0,0,0,0,0,0,0,1,0,0,1,44,2,1,0,5507,24,1
521,0,1,0,0,0,0,0,0,1,0,0,1,0,24,2,1,1,3190,18,0
522,1,0,0,0,0,0,0,1,0,0,0,1,0,53,2,1,1,7119,48,0
523,0,1,0,0,1,0,0,0,0,0,0,0,1,23,2,2,0,3488,24,1
524,0,1,0,0,0,0,0,0,1,0,0,0,1,26,1,1,2,1113,18,1
525,0,1,0,0,1,0,0,0,0,0,0,0,1,30,2,1,2,7966,26,1
526,0,1,0,0,0,0,1,0,0,0,0,0,1,31,2,2,0,1532,15,1
527,0,1,0,0,0,0,0,0,1,0,0,0,1,42,1,1,0,1503,4,1
528,0,0,1,0,0,0,0,0,1,0,0,1,0,31,2,1,1,2302,36,0
529,0,1,0,0,1,0,0,0,0,0,0,0,1,41,1,1,1,662,6,1
530,0,1,0,0,0,0,1,0,0,0,0,0,1,32,2,1,2,2273,36,1
531,0,0,1,0,1,0,0,0,0,0,0,1,0,28,2,2,2,2631,15,0
532,0,0,1,0,1,0,0,0,0,0,0,0,1,41,2,1,0,1503,12,1
533,0,1,0,0,0,0,0,0,1,0,0,0,1,26,2,2,0,1311,24,1
534,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,0,0,3105,24,1
535,0,0,1,0,0,0,1,0,0,0,0,1,0,33,2,1,4,2319,21,0
536,0,1,0,0,1,0,0,0,0,0,0,0,1,75,3,0,1,1374,6,1
537,0,1,0,0,0,0,0,1,0,0,0,0,1,37,2,1,2,3612,18,1
538,1,0,0,0,1,0,0,0,0,0,0,1,0,42,3,1,1,7763,48,0
539,0,1,0,0,0,0,0,1,0,0,0,0,1,45,1,1,4,3049,18,1
540,0,0,1,0,0,0,0,0,1,0,0,1,0,23,2,1,2,1534,12,0
541,1,0,0,0,1,0,0,0,0,0,0,0,1,60,2,1,0,2032,24,1
542,0,1,0,0,0,0,0,1,0,0,0,1,0,31,2,0,1,6350,30,0
543,0,1,0,0,0,0,0,1,0,0,0,1,0,34,1,1,4,2864,18,0
544,0,1,0,0,1,0,0,0,0,0,0,0,1,61,1,1,0,1255,12,1
545,1,0,0,0,1,0,0,0,0,0,0,1,0,43,2,1,1,1333,24,0
546,0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,1,0,2022,24,1
547,0,1,0,0,0,0,0,0,1,0,0,0,1,32,2,1,0,1552,24,1
548,0,1,0,0,0,0,0,0,1,0,0,1,0,24,1,1,1,626,12,0
549,1,0,0,0,1,0,0,0,0,0,0,0,1,35,2,0,0,8858,48,1
550,0,1,0,0,0,0,0,0,0,1,0,0,1,23,2,0,0,996,12,1
551,0,1,0,0,0,0,0,0,1,0,0,0,1,45,1,3,0,1750,6,1
552,0,1,0,0,0,0,0,0,1,0,0,1,0,34,2,1,1,6999,48,0
553,0,1,0,0,1,0,0,0,0,0,0,0,1,27,2,2,2,1995,12,1
554,0,1,0,0,0,0,1,0,0,0,0,0,1,67,3,1,2,1199,9,1
555,0,1,0,0,0,0,0,0,1,0,0,1,0,22,2,1,2,1331,12,0
556,0,1,0,0,1,0,0,0,0,0,0,1,0,28,2,2,2,2278,18,0
557,0,1,0,0,1,0,0,0,0,0,0,1,0,29,2,0,0,5003,21,0
558,0,1,0,0,0,0,0,1,0,0,0,1,0,27,2,1,1,3552,24,0
559,0,1,0,0,0,0,0,1,0,0,0,1,0,31,1,1,2,1928,18,0
560,1,0,0,0,1,0,0,0,0,0,0,0,1,49,2,0,1,2964,24,1
561,0,0,1,0,0,0,0,0,1,0,0,1,0,24,1,1,1,1546,24,0
562,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,1,4,683,6,1
563,1,0,0,0,1,0,0,0,0,0,0,1,0,37,2,0,2,12389,36,0
564,0,1,0,1,0,0,0,0,0,0,0,0,1,37,3,0,2,4712,24,1
565,0,0,1,0,0,0,0,0,1,0,0,0,1,23,2,2,2,1553,24,1
566,0,1,0,0,1,0,0,0,0,0,0,1,0,36,2,1,1,1372,12,0
567,0,1,0,0,0,0,0,0,1,0,0,0,1,34,2,4,0,2578,24,1
568,0,1,0,0,0,0,0,0,1,0,0,0,1,41,2,0,2,3979,48,1
569,0,1,0,0,0,0,0,0,1,0,0,1,0,31,2,1,1,6758,48,0
570,0,0,1,0,0,0,0,1,0,0,0,1,0,23,1,1,1,3234,24,0
571,0,1,0,0,0,0,0,0,1,0,0,0,1,38,2,1,0,5954,30,1
572,0,0,1,0,1,0,0,0,0,0,0,0,1,26,3,0,0,5433,24,1
573,0,1,0,1,0,0,0,0,0,0,0,0,1,22,1,1,1,806,15,1
574,0,1,0,0,0,0,0,0,1,0,0,0,1,27,1,1,2,1082,9,1
575,0,1,0,0,0,0,0,1,0,0,0,0,1,24,2,1,0,2788,15,1
576,0,1,0,0,0,0,0,0,1,0,0,0,1,27,2,1,2,2930,12,1
577,0,1,0,0,0,0,1,0,0,0,0,0,1,33,2,0,0,1927,24,1
578,0,1,0,0,1,0,0,0,0,0,0,1,0,27,2,1,2,2820,36,0
579,0,1,0,0,0,0,1,0,0,0,0,0,1,27,1,1,0,937,24,1
580,0,1,0,0,1,0,0,0,0,0,0,1,0,30,2,1,2,1056,18,0
581,0,1,0,0,1,0,0,0,0,0,0,0,1,49,1,1,2,3124,12,1
582,0,0,1,0,0,0,0,1,0,0,0,0,1,26,2,1,0,1388,9,1
583,0,0,1,0,0,0,0,0,0,1,0,1,0,33,1,1,2,2384,36,0
584,1,0,0,0,1,0,0,0,0,0,0,0,1,52,3,0,0,2133,12,1
585,0,0,1,0,0,0,0,1,0,0,0,1,0,20,2,1,1,2039,18,0
586,0,0,1,0,1,0,0,0,0,0,0,0,1,36,2,1,1,2799,9,1
587,0,1,0,0,0,0,0,1,0,0,0,0,1,21,1,1,1,1289,12,1
588,0,1,0,0,0,1,0,0,0,0,0,1,0,47,1,1,1,1217,18,0
589,0,1,0,0,0,0,0,1,0,0,0,1,0,60,2,1,1,2246,12,0
590,0,1,0,0,0,0,0,0,1,0,0,0,1,58,1,1,1,385,12,1
591,0,0,1,0,1,0,0,0,0,0,0,0,1,42,2,0,2,1965,24,1
592,0,1,0,1,0,0,0,0,0,0,0,0,1,36,1,4,0,1572,21,1
593,0,0,1,0,1,0,0,0,0,0,0,1,0,20,1,1,2,2718,24,0
594,0,1,0,0,0,0,0,0,0,0,1,1,0,40,3,0,1,1358,24,0
595,0,1,0,0,1,0,0,0,0,0,0,1,0,32,1,2,2,931,6,0
596,0,0,1,0,1,0,0,0,0,0,0,1,0,23,2,1,1,1442,24,0
597,0,1,0,1,0,0,0,0,0,0,0,1,0,36,1,1,2,4241,24,0
598,0,1,0,0,1,0,0,0,0,0,0,1,0,31,2,1,0,2775,18,0
599,1,0,0,1,0,0,0,0,0,0,0,0,1,32,2,1,0,3863,24,1
600,0,1,0,0,0,0,0,0,1,0,0,0,1,45,2,1,2,2329,7,1
601,0,1,0,0,0,0,0,1,0,0,0,1,0,30,2,1,2,918,9,0
602,1,0,0,0,0,0,1,0,0,0,0,1,0,34,1,1,2,1837,24,0
603,0,1,0,0,0,0,0,1,0,0,0,1,0,28,3,1,0,3349,36,0
604,0,1,0,0,0,0,0,1,0,0,0,0,1,23,2,1,4,1275,10,1
605,0,1,0,0,0,0,0,1,0,0,0,0,1,22,2,3,1,2828,24,1
606,0,1,0,1,0,0,0,0,0,0,0,0,1,74,3,1,0,4526,24,1
607,1,0,0,0,0,0,0,0,1,0,0,1,0,50,2,2,2,2671,36,0
608,0,1,0,0,0,0,0,0,1,0,0,0,1,33,2,1,0,2051,18,1
609,1,0,0,0,1,0,0,0,0,0,0,0,1,45,2,0,0,1300,15,1
610,0,1,0,0,0,1,0,0,0,0,0,1,0,22,2,2,1,741,12,0
611,1,0,0,0,1,0,0,0,0,0,0,1,0,48,1,2,4,1240,10,0
612,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,4,1,3357,21,1
613,0,0,1,0,1,0,0,0,0,0,0,0,1,22,2,1,1,3632,24,1
614,0,1,0,0,0,0,0,1,0,0,0,1,0,22,2,1,0,1808,18,0
615,0,1,0,1,0,0,0,0,0,0,0,0,1,48,3,0,2,12204,48,1
616,1,0,0,0,0,0,0,0,1,0,0,0,1,27,3,0,2,9157,60,1
617,0,0,1,0,1,0,0,0,0,0,0,0,1,37,2,1,1,3676,6,1
618,0,0,1,0,0,0,0,1,0,0,0,1,0,21,2,2,2,3441,30,0
619,0,1,0,0,1,0,0,0,0,0,0,0,1,49,1,1,0,640,12,1
620,0,1,0,1,0,0,0,0,0,0,0,0,1,27,2,1,2,3652,21,1
621,0,1,0,0,1,0,0,0,0,0,0,1,0,32,2,1,0,1530,18,0
622,0,1,0,1,0,0,0,0,0,0,0,1,0,38,2,0,0,3914,48,0
623,0,0,1,0,0,0,0,1,0,0,0,0,1,22,2,1,1,1858,12,1
624,1,0,0,0,0,0,0,0,1,0,0,1,0,65,2,1,1,2600,18,0
625,0,1,0,0,0,0,0,0,1,0,0,0,1,35,2,0,0,1979,15,1
626,0,1,0,0,0,0,0,1,0,0,0,0,1,41,2,1,4,2116,6,1
627,0,1,0,0,1,0,0,0,0,0,0,1,0,29,2,2,2,1437,9,0
628,0,1,0,0,0,0,0,1,0,0,0,0,1,36,2,3,0,4042,42,1
629,0,1,0,0,0,0,1,0,0,0,0,0,1,64,1,0,0,3832,9,1
630,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,1,3660,24,1
631,0,1,0,0,0,0,0,1,0,0,0,1,0,44,2,1,1,1553,18,0
632,0,1,0,0,0,0,0,0,1,0,0,0,1,23,2,0,2,1444,15,1
633,0,0,1,0,0,0,0,1,0,0,0,1,0,19,2,1,0,1980,9,0
634,0,1,0,0,1,0,0,0,0,0,0,1,0,25,1,1,2,1355,24,0
635,0,1,0,0,0,0,1,0,0,0,0,0,1,47,2,1,0,1393,12,1
636,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,3,0,1376,24,1
637,0,1,0,0,0,0,0,0,1,0,0,0,1,21,2,1,0,15653,60,1
638,0,1,0,0,0,0,0,0,1,0,0,0,1,34,2,1,0,1493,12,1
639,0,1,0,0,0,0,0,0,1,0,0,1,0,26,2,1,1,4370,42,0
640,0,1,0,0,0,0,1,0,0,0,0,1,0,27,0,1,1,750,18,0
641,0,1,0,0,0,0,0,0,0,1,0,0,1,38,1,1,2,1308,15,1
